date,description,amount,category,subcategory
2024-07-17,CHEWY.COM BIRD,26.01,Pets,Bird supplies
2024-12-23,GRUBHUB ORDER #8111,29.27,Food & Dining,Meal delivery services
2024-02-10,STATE FARM INSURANCE,236.31,Housing & Real Estate,Homeowner's Insurance
2024-01-10,JIFFY LUBE #1213,648.17,Transportation & Vehicle,Vehicle maintenance & repairs
2025-12-15,FIRST BAPTIST CHURCH,144.2,Gifts & Charity,Tithing
2024-03-10,T-MOBILE PAYMENT,53.87,Utilities & Communication,Cell phone
2024-08-01,EXXONMOBIL #9256,39.11,Transportation & Vehicle,Gas/fuel
2025-05-25,HEALTHY PAWS INSURANCE,39.88,Pets,Pet insurance
2024-01-28,SSA MEDICARE DEDUCT,150.3,Healthcare,"Medicare premiums (Parts B, C, D)"
2024-09-10,LOCAL VETERINARY CLINIC,54.18,Pets,Vet care
2024-03-18,NATIONAL GRID GAS,97.59,Utilities & Communication,Gas
2025-01-05,MUNICIPAL WATER DEPT,79.31,Utilities & Communication,Water/sewer
2025-05-24,RED CROSS DONATION,266.79,Gifts & Charity,Charitable donations
2024-04-28,MUNICIPAL WATER DEPT,139.55,Utilities & Communication,Water/sewer
2025-03-21,STAPLES #7827,139.62,Household,Office Expenses
2025-07-07,MARRIOTT HOTELS #6805,445.57,Travel & Vacations,Lodging
2024-06-02,HOME DEPOT APPLIANCES,813.65,Household,Appliances
2025-11-10,GENWORTH LTC INSURANCE,173.39,Insurance (Non-housing/Non-auto),Long-term care insurance policies
2024-04-13,AIRBNB PAYMENT,368.47,Travel & Vacations,Lodging
2025-11-14,TARGET #7970,55.79,Personal Care & Apparel,Cosmetics/personal hygiene products
2024-08-18,PROPERTY TAX ESCROW,775.11,Housing & Real Estate,Property Taxes
2025-06-26,NELNET STUDENT LOAN,439.25,Debts & Loans,Student loans
2025-03-04,CARNIVAL CRUISE LINE,2527.85,Travel & Vacations,Cruises
2024-07-17,VERIZON WIRELESS,101.33,Utilities & Communication,Cell phone
2024-08-19,NATIONAL GRID GAS,141.89,Utilities & Communication,Gas
2024-05-26,EXXONMOBIL #5353,40.4,Transportation & Vehicle,Gas/fuel
2025-08-21,JIFFY LUBE #4372,515.85,Transportation & Vehicle,Vehicle maintenance & repairs
2025-12-14,DICK'S SPORTING GOODS,416.67,Entertainment & Leisure,Recreational equipment
2025-07-12,UBER TRIP,27.87,Transportation & Vehicle,Public transit/ride-sharing
2025-01-24,CON EDISON UTILITY,249.06,Utilities & Communication,Electricity
2025-09-22,SKILLSHARE SUBSCRIPTION,221.58,Entertainment & Leisure,Classes
2024-06-11,GAP #2862,133.14,Personal Care & Apparel,Clothing
2024-07-03,AT&T FIBER INTERNET,62.38,Utilities & Communication,Internet
2024-03-21,ALLY AUTO PAYMENT,567.97,Transportation & Vehicle,Car payments
2025-03-15,SKILLSHARE SUBSCRIPTION,162.85,Entertainment & Leisure,Classes
2024-04-27,TRAVELERS UMBRELLA,52.65,Insurance (Non-housing/Non-auto),Umbrella liability insurance
2024-05-18,MEDICARE PREMIUM,162.84,Healthcare,"Medicare premiums (Parts B, C, D)"
2024-06-22,ROTO-ROOTER PLUMBING,457.48,Housing & Real Estate,Maintenance & repairs
2025-12-03,HOME INSTEAD SENIOR CARE,2450.25,Family & Dependent Support,Elder care support
2024-10-23,COLD STONE CREAMERY,19.32,Food & Dining,Snacks & Desserts
2025-01-14,STAPLES #7169,83.09,Household,Office Expenses
2024-04-23,SOUTHWEST AIRLINES,835.43,Travel & Vacations,Flights
2024-11-13,NEW YORK TIMES SUB,41.44,Entertainment & Leisure,Books/Periodicals
2024-11-19,ASSISTED LIVING FACILITY,1381.56,Family & Dependent Support,Elder care support
2025-12-17,UNUM DISABILITY,128.7,Insurance (Non-housing/Non-auto),Disability insurance
2025-08-21,GREYSTAR PROPERTY MGMT,1494.11,Housing & Real Estate,Rent
2025-01-14,EXXONMOBIL #1395,84.94,Transportation & Vehicle,Gas/fuel
2024-05-01,LOWE'S #9963,1319.41,Household,Appliances
2025-12-25,IHERB.COM,31.49,Personal Care & Apparel,Supplements/vitamins
2024-07-24,TARGET #9169,59.87,Personal Care & Apparel,Cosmetics/personal hygiene products
2024-10-11,NAVIENT LOAN PYMT,352.8,Debts & Loans,Student loans
2024-09-03,ASPEN DENTAL #6758,264.75,Healthcare,Dental/vision care
2025-04-04,NELNET STUDENT LOAN,563.61,Debts & Loans,Student loans
2024-04-26,PEET'S COFFEE #4666,5.25,Food & Dining,Coffee shops
2025-09-12,DSW #8624,66.85,Personal Care & Apparel,Shoes
2024-09-04,NELNET STUDENT LOAN,486.58,Debts & Loans,Student loans
2025-10-31,TACO BELL #8208,16.95,Food & Dining,Fast food
2025-06-14,AMAZON.COM OFFICE,140.31,Household,Office Expenses
2025-09-27,GAP #9661,133.96,Personal Care & Apparel,Clothing
2025-07-27,PETCO BIRD SUPPLIES,28.7,Pets,Bird supplies
2025-03-05,SAFEWAY #2096,24.79,Food & Dining,Groceries
2025-08-21,CMS MEDICARE PART B,204.77,Healthcare,"Medicare premiums (Parts B, C, D)"
2024-09-03,CHEWY.COM,35.02,Pets,Pet food & supplies
2025-01-04,PLANET FITNESS #4589,34.93,Entertainment & Leisure,Gym/club memberships
2024-08-29,NELNET STUDENT LOAN,491.26,Debts & Loans,Student loans
2024-09-12,SPOTIFY PREMIUM,19.46,Entertainment & Leisure,Apps/services
2024-11-04,COMCAST XFINITY,45.5,Utilities & Communication,Internet
2025-01-21,STATE DMV FEE,266.1,Transportation & Vehicle,Registration/licensing
2024-12-29,CHASE MORTGAGE PYMT,1460.25,Housing & Real Estate,Mortgage
2025-10-10,COMCAST XFINITY,54.22,Utilities & Communication,Internet
2025-06-13,NORWEGIAN CRUISE LINE,1885.17,Travel & Vacations,Cruises
2024-05-15,TICKETMASTER EVENT,217.89,Entertainment & Leisure,Event tickets
2025-02-20,VIATOR TOURS,216.43,Travel & Vacations,Tour packages
2025-12-23,OFFICE DEPOT #5124,90.87,Household,Office Expenses
2024-11-03,EXXONMOBIL #6921,51.54,Transportation & Vehicle,Gas/fuel
2025-05-11,UNITED WAY DONATION,450.34,Gifts & Charity,Charitable donations
2024-12-06,ASSOCIA HOA DUES,161.15,Housing & Real Estate,HOA fees
2024-01-23,HOME DEPOT APPLIANCES,1516.72,Household,Appliances
2025-03-26,DUKE ENERGY PAYMT,251.33,Utilities & Communication,Electricity
2024-11-08,ALLIANZ TRAVEL INS,56.55,Travel & Vacations,Travel insurance
2024-10-05,COMCAST XFINITY,88.81,Utilities & Communication,Internet
2025-10-23,BRIGHT HORIZONS DAYCARE,900.68,Family & Dependent Support,Childcare
2024-08-07,GOOGLE PLAY APPS,6.8,Entertainment & Leisure,Apps/services
2024-03-15,SOUTHWEST AIRLINES,791.32,Travel & Vacations,Flights
2025-07-14,FOOT LOCKER #7379,83.94,Personal Care & Apparel,Shoes
2024-05-22,STATE FARM AUTO,154.72,Transportation & Vehicle,Auto insurance
